transaction_id,reservation_id,customer_id,project_id,unit_id,transaction_date,list_price_eur,discount_pct,final_price_eur,estimated_cost_eur,estimated_margin_eur,expected_rent_eur_month,gross_yield_pct
TRX_0000024,RES_0000024,CUS_001855,PRJ_0013,PRJ_0013_U009,2025-03-26,262442.15,0.0383,252388.14,182062.61,70325.53,1117.33,5.312
TRX_0000025,RES_0000025,CUS_002019,PRJ_0014,PRJ_0014_U104,2026-03-08,281636.87,0.0354,271680.56,202341.67,69338.89,1350.86,5.967
TRX_0000026,RES_0000026,CUS_000483,PRJ_0003,PRJ_0003_U046,2025-07-19,340664.56,0.0374,327935.42,248185.27,79750.15,1437.74,5.261
TRX_0000027,RES_0000027,CUS_001349,PRJ_0023,PRJ_0023_U052,2024-06-24,430150.05,0.0263,418835.67,307568.36,111267.31,2033.75,5.827
TRX_0000028,RES_0000028,CUS_005861,PRJ_0021,PRJ_0021_U028,2025-10-27,282976.06,0.0261,275596.14,205144.06,70452.09,1063.25,4.63
TRX_0000029,RES_0000029,CUS_005583,PRJ_0018,PRJ_0018_U075,2026-01-01,694527.95,0.0344,670640.81,467078.1,203562.71,3374.48,6.038
TRX_0000030,RES_0000030,CUS_003388,PRJ_0001,PRJ_0001_U038,2025-05-01,936409.91,0.0467,892720.1,593571.35,299148.75,3996.64,5.372
TRX_0000031,RES_0000031,CUS_004731,PRJ_0024,PRJ_0024_U017,2022-09-09,419360.78,0.04,402598.76,377977.78,24620.98,1559.26,4.648
TRX_0000032,RES_0000032,CUS_000709,PRJ_0019,PRJ_0019_U091,2024-04-24,608845.63,0.031,589943.5,511151.91,78791.59,2945.58,5.992
TRX_0000033,RES_0000033,CUS_000540,PRJ_0015,PRJ_0015_U010,2024-09-29,227179.54,0.0438,217230.53,166805.84,50424.68,1109.81,6.131
TRX_0000034,RES_0000034,CUS_002543,PRJ_0002,PRJ_0002_U044,2025-05-12,202952.01,0.0308,196698.38,157515.77,39182.61,910.17,5.553
TRX_0000035,RES_0000035,CUS_005100,PRJ_0009,PRJ_0009_U071,2023-04-05,454757.51,0.0324,440019.6,348294.11,91725.49,1967.39,5.365
TRX_0000036,RES_0000036,CUS_005594,PRJ_0016,PRJ_0016_U075,2024-04-12,317540.13,0.0286,308455.98,225556.82,82899.15,1304.94,5.077
TRX_0000037,RES_0000037,CUS_000823,PRJ_0001,PRJ_0001_U012,2023-06-26,398129.11,0.0398,382275.09,292225.77,90049.32,2116.54,6.644
TRX_0000038,RES_0000038,CUS_004360,PRJ_0020,PRJ_0020_U008,2023-12-07,254518.67,0.0443,243237.63,183857.74,59379.9,989.02,4.879
TRX_0000039,RES_0000039,CUS_001892,PRJ_0007,PRJ_0007_U067,2025-01-07,448403.76,0.0208,439089.83,337572.61,101517.22,2319.78,6.34
TRX_0000040,RES_0000040,CUS_001479,PRJ_0016,PRJ_0016_U098,2024-08-14,301084.08,0.0427,288226.25,250947.21,37279.04,1258.85,5.241
TRX_0000041,RES_0000041,CUS_003888,PRJ_0012,PRJ_0012_U055,2025-05-29,324894.74,0.0482,309249.9,217523.44,91726.46,1718.06,6.667
TRX_0000042,RES_0000042,CUS_006343,PRJ_0005,PRJ_0005_U026,2026-01-27,205307.57,0.0425,196577.07,173441.78,23135.29,668.12,4.079
TRX_0000043,RES_0000043,CUS_004825,PRJ_0014,PRJ_0014_U102,2026-03-03,345695.51,0.0479,329151.77,257478.5,71673.27,1870.96,6.821
TRX_0000044,RES_0000044,CUS_003599,PRJ_0002,PRJ_0002_U034,2025-04-09,313042.2,0.0427,299676.83,230479.26,69197.57,1140.82,4.568
TRX_0000045,RES_0000045,CUS_006175,PRJ_0001,PRJ_0001_U042,2024-09-10,242435.43,0.0422,232213.28,188012.06,44201.22,1226.57,6.339
TRX_0000046,RES_0000046,CUS_006344,PRJ_0021,PRJ_0021_U037,2024-12-12,433438.73,0.0403,415972.89,324853.55,91119.34,2196.4,6.336
TRX_0000047,RES_0000047,CUS_005930,PRJ_0026,PRJ_0026_U017,2024-12-04,344517.53,0.0269,335236.39,253648.37,81588.02,1718.39,6.151
TRX_0000048,RES_0000048,CUS_000683,PRJ_0017,PRJ_0017_U033,2026-03-25,356376.4,0.0374,343039.5,309941.47,33098.02,1750.93,6.125
TRX_0000049,RES_0000049,CUS_001653,PRJ_0011,PRJ_0011_U070,2024-02-19,362069.64,0.0355,349231.84,275267.18,73964.66,1275.18,4.382
TRX_0000050,RES_0000050,CUS_003952,PRJ_0005,PRJ_0005_U066,2023-01-21,474794.8,0.027,461974.87,427048.78,34926.09,2503.73,6.504
TRX_0000051,RES_0000051,CUS_005408,PRJ_0028,PRJ_0028_U050,2025-12-17,319319.89,0.0361,307792.32,262332.38,45459.94,1571.05,6.125
TRX_0000052,RES_0000052,CUS_000982,PRJ_0026,PRJ_0026_U044,2024-09-06,467589.86,0.0239,456427.75,385511.28,70916.48,1492.11,3.923
TRX_0000053,RES_0000053,CUS_004384,PRJ_0012,PRJ_0012_U037,2025-03-23,319077.77,0.0376,307084.39,251311.78,55772.61,1110.57,4.34
TRX_0000054,RES_0000054,CUS_005307,PRJ_0024,PRJ_0024_U051,2024-04-03,335483.12,0.0208,328489.38,244055.4,84433.98,1557.0,5.688
TRX_0000055,RES_0000055,CUS_000951,PRJ_0023,PRJ_0023_U037,2025-03-31,376633.16,0.0473,358835.64,307743.13,51092.5,1885.35,6.305
TRX_0000056,RES_0000056,CUS_001752,PRJ_0010,PRJ_0010_U013,2024-09-06,466320.78,0.0249,454690.36,350585.32,104105.04,1538.1,4.059
TRX_0000057,RES_0000057,CUS_000987,PRJ_0019,PRJ_0019_U046,2024-04-12,300332.08,0.0321,290695.32,250860.91,39834.41,969.28,4.001
TRX_0000058,RES_0000058,CUS_001670,PRJ_0010,PRJ_0010_U043,2024-11-20,184623.59,0.033,178526.28,137965.99,40560.28,988.76,6.646
TRX_0000059,RES_0000059,CUS_002892,PRJ_0010,PRJ_0010_U059,2026-01-07,268435.77,0.0383,258159.6,196222.9,61936.7,1425.08,6.624
TRX_0000060,RES_0000060,CUS_002950,PRJ_0014,PRJ_0014_U058,2026-01-27,185782.87,0.0308,180053.71,159479.24,20574.47,681.42,4.541
TRX_0000061,RES_0000061,CUS_002507,PRJ_0028,PRJ_0028_U046,2025-12-04,366510.96,0.0428,350837.18,222614.57,128222.61,1313.89,4.494
TRX_0000062,RES_0000062,CUS_002468,PRJ_0008,PRJ_0008_U092,2024-03-21,240845.5,0.0233,235236.48,210709.5,24526.98,795.44,4.058
TRX_0000063,RES_0000063,CUS_003197,PRJ_0016,PRJ_0016_U096,2024-04-02,295918.86,0.0432,283129.24,202521.51,80607.73,1512.59,6.411
TRX_0000064,RES_0000064,CUS_005442,PRJ_0006,PRJ_0006_U011,2023-11-19,308750.89,0.0323,298777.16,225758.66,73018.5,1406.42,5.649
TRX_0000065,RES_0000065,CUS_003511,PRJ_0026,PRJ_0026_U070,2025-03-24,273077.73,0.0323,264251.13,177838.27,86412.86,1277.07,5.799
TRX_0000066,RES_0000066,CUS_003301,PRJ_0003,PRJ_0003_U005,2025-08-25,383814.44,0.0409,368098.19,294245.04,73853.15,1282.55,4.181
TRX_0000067,RES_0000067,CUS_004966,PRJ_0023,PRJ_0023_U068,2024-02-15,445565.08,0.0492,423634.5,338754.41,84880.08,1861.65,5.273
TRX_0000068,RES_0000068,CUS_005326,PRJ_0027,PRJ_0027_U031,2025-07-04,334395.79,0.0296,324512.09,272251.2,52260.89,1114.17,4.12
TRX_0000069,RES_0000069,CUS_002316,PRJ_0020,PRJ_0020_U014,2023-12-03,494406.43,0.0345,477372.33,322639.61,154732.72,2038.56,5.124
TRX_0000070,RES_0000070,CUS_002966,PRJ_0012,PRJ_0012_U121,2025-06-02,475485.58,0.0244,463894.71,399292.63,64602.08,1733.24,4.484
TRX_0000071,RES_0000071,CUS_001693,PRJ_0009,PRJ_0009_U047,2023-10-07,446180.86,0.0372,429576.13,344349.19,85226.94,1764.8,4.93
TRX_0000072,RES_0000072,CUS_001918,PRJ_0027,PRJ_0027_U010,2025-05-28,190716.09,0.0387,183333.15,156465.59,26867.56,861.43,5.638
TRX_0000073,RES_0000073,CUS_001827,PRJ_0026,PRJ_0026_U018,2024-10-07,428384.81,0.0476,408011.1,322550.77,85460.33,2087.53,6.14
TRX_0000074,RES_0000074,CUS_002374,PRJ_0015,PRJ_0015_U053,2024-11-05,223873.6,0.0315,216810.91,179350.17,37460.74,962.77,5.329
TRX_0000075,RES_0000075,CUS_005933,PRJ_0001,PRJ_0001_U001,2025-03-23,683325.19,0.036,658691.86,551330.45,107361.42,2837.87,5.17
TRX_0000076,RES_0000076,CUS_000836,PRJ_0017,PRJ_0017_U026,2026-04-23,371928.82,0.0238,363083.6,257666.03,105417.57,1995.66,6.596
TRX_0000077,RES_0000077,CUS_003159,PRJ_0014,PRJ_0014_U059,2026-02-24,212417.59,0.0456,202732.8,169114.57,33618.23,852.87,5.048
TRX_0000078,RES_0000078,CUS_001807,PRJ_0008,PRJ_0008_U100,2023-10-20,324170.43,0.0428,310289.74,241657.32,68632.41,1308.11,5.059
TRX_0000079,RES_0000079,CUS_004443,PRJ_0017,PRJ_0017_U092,2026-01-17,158515.93,0.0474,151005.99,136820.23,14185.76,550.0,4.371
TRX_0000080,RES_0000080,CUS_005102,PRJ_0010,PRJ_0010_U006,2024-11-16,754367.94,0.0648,705456.32,545027.84,160428.48,3971.95,6.756
TRX_0000081,RES_0000081,CUS_006189,PRJ_0006,PRJ_0006_U116,2024-03-29,476946.73,0.0465,454777.55,398998.67,55778.88,2374.83,6.266
TRX_0000082,RES_0000082,CUS_005440,PRJ_0022,PRJ_0022_U009,2023-08-02,621393.01,0.048,591578.62,480821.21,110757.42,2066.59,4.192
TRX_0000083,RES_0000083,CUS_000543,PRJ_0028,PRJ_0028_U017,2025-12-18,300740.33,0.0259,292946.76,199223.4,93723.36,1079.38,4.421
TRX_0000084,RES_0000084,CUS_003762,PRJ_0015,PRJ_0015_U052,2024-10-03,301159.81,0.0349,290657.87,206052.99,84604.88,1438.05,5.937
TRX_0000085,RES_0000085,CUS_003361,PRJ_0023,PRJ_0023_U038,2023-10-15,644588.06,0.0341,622590.47,539440.46,83150.01,2672.12,5.15
TRX_0000086,RES_0000086,CUS_001684,PRJ_0010,PRJ_0010_U052,2025-01-08,460250.43,0.0298,446521.43,367613.45,78907.97,1554.74,4.178
TRX_0000087,RES_0000087,CUS_001225,PRJ_0013,PRJ_0013_U013,2024-12-09,202470.2,0.0269,197031.09,151804.04,45227.05,754.95,4.598
TRX_0000088,RES_0000088,CUS_005297,PRJ_0006,PRJ_0006_U119,2024-11-01,396577.44,0.034,383087.08,387628.96,-4541.88,2103.13,6.588
TRX_0000089,RES_0000089,CUS_006494,PRJ_0008,PRJ_0008_U009,2022-10-12,264857.59,0.0385,254672.66,169236.38,85436.27,1268.75,5.978
TRX_0000090,RES_0000090,CUS_005687,PRJ_0004,PRJ_0004_U015,2026-09-17,460150.11,0.0449,439482.15,338269.38,101212.77,2478.71,6.768
TRX_0000091,RES_0000091,CUS_003337,PRJ_0027,PRJ_0027_U016,2025-02-11,354341.25,0.0218,346633.2,285139.29,61493.91,1732.86,5.999
TRX_0000092,RES_0000092,CUS_002009,PRJ_0011,PRJ_0011_U069,2024-12-10,205279.79,0.0298,199161.41,158973.14,40188.27,857.27,5.165
TRX_0000093,RES_0000093,CUS_003658,PRJ_0008,PRJ_0008_U026,2025-03-13,394294.06,0.0273,383514.81,309370.19,74144.62,1861.03,5.823
TRX_0000094,RES_0000094,CUS_003034,PRJ_0007,PRJ_0007_U021,2024-02-14,472101.06,0.0348,455693.1,357312.33,98380.77,1826.16,4.809
TRX_0000095,RES_0000095,CUS_001827,PRJ_0001,PRJ_0001_U016,2023-06-18,364846.48,0.0408,349968.61,271196.87,78771.74,1943.23,6.663
TRX_0000096,RES_0000096,CUS_003987,PRJ_0010,PRJ_0010_U002,2024-11-20,556306.18,0.0344,537165.23,432443.74,104721.48,2622.66,5.859
TRX_0000097,RES_0000097,CUS_000768,PRJ_0011,PRJ_0011_U054,2023-10-03,231019.43,0.0402,221740.89,198025.12,23715.77,1231.36,6.664
TRX_0000098,RES_0000098,CUS_003047,PRJ_0015,PRJ_0015_U057,2024-12-18,171273.37,0.0529,162221.24,125125.66,37095.57,701.85,5.192
TRX_0000099,RES_0000099,CUS_002444,PRJ_0005,PRJ_0005_U023,2023-11-01,153239.37,0.0185,150409.52,105983.49,44426.03,813.6,6.491
TRX_0000100,RES_0000100,CUS_002260,PRJ_0027,PRJ_0027_U075,2025-03-22,258674.48,0.0449,247060.84,196148.39,50912.45,895.46,4.349
TRX_0000101,RES_0000101,CUS_006134,PRJ_0018,PRJ_0018_U031,2026-05-29,419391.41,0.0441,400906.62,340701.87,60204.75,1511.24,4.523
TRX_0000102,RES_0000102,CUS_000924,PRJ_0013,PRJ_0013_U055,2024-11-28,317388.97,0.0289,308221.8,241533.27,66688.53,1468.54,5.717
TRX_0000103,RES_0000103,CUS_000964,PRJ_0024,PRJ_0024_U034,2023-04-18,355293.23,0.045,339288.17,261979.39,77308.78,1714.39,6.063
TRX_0000104,RES_0000104,CUS_005123,PRJ_0002,PRJ_0002_U010,2025-08-30,293948.95,0.0509,278992.38,214931.81,64060.57,1364.76,5.87
TRX_0000105,RES_0000105,CUS_000154,PRJ_0004,PRJ_0004_U090,2026-10-14,267236.69,0.022,261361.03,210445.88,50915.15,956.48,4.392
TRX_0000106,RES_0000106,CUS_006389,PRJ_0007,PRJ_0007_U006,2024-05-19,427767.62,0.0316,414241.24,330078.21,84163.03,1409.99,4.085
TRX_0000107,RES_0000107,CUS_002502,PRJ_0003,PRJ_0003_U063,2025-10-22,113238.6,0.0296,109885.17,85000.84,24884.33,550.0,6.006
TRX_0000108,RES_0000108,CUS_002238,PRJ_0002,PRJ_0002_U023,2025-07-19,250135.99,0.0166,245980.51,176039.68,69940.83,1218.65,5.945
TRX_0000109,RES_0000109,CUS_005679,PRJ_0020,PRJ_0020_U044,2023-10-27,410572.03,0.0243,400605.81,287295.45,113310.36,1697.41,5.085
TRX_0000110,RES_0000110,CUS_000100,PRJ_0028,PRJ_0028_U043,2025-07-20,385587.4,0.0374,371161.88,277482.88,93679.0,1895.94,6.13
TRX_0000111,RES_0000111,CUS_005104,PRJ_0024,PRJ_0024_U112,2022-05-20,281716.04,0.0296,273381.66,226437.61,46944.05,1408.92,6.184
TRX_0000112,RES_0000112,CUS_001735,PRJ_0009,PRJ_0009_U051,2025-07-28,658289.82,0.0485,626366.59,522397.75,103968.84,2177.46,4.172
TRX_0000113,RES_0000113,CUS_004609,PRJ_0021,PRJ_0021_U023,2024-12-16,279800.16,0.0285,271833.92,224318.75,47515.17,938.1,4.141
TRX_0000114,RES_0000114,CUS_004229,PRJ_0009,PRJ_0009_U023,2024-01-23,520550.29,0.0399,499771.84,363499.21,136272.63,2098.54,5.039
TRX_0000115,RES_0000115,CUS_006351,PRJ_0023,PRJ_0023_U057,2024-05-04,493454.45,0.0394,474034.13,360223.17,113810.95,1775.17,4.494
TRX_0000116,RES_0000116,CUS_000055,PRJ_0020,PRJ_0020_U020,2024-01-06,222136.67,0.047,211700.45,161315.92,50384.54,949.3,5.381
TRX_0000117,RES_0000117,CUS_004770,PRJ_0011,PRJ_0011_U001,2023-12-13,232558.5,0.035,224414.67,193659.51,30755.16,1114.18,5.958
TRX_0000118,RES_0000118,CUS_005292,PRJ_0007,PRJ_0007_U059,2025-04-01,478715.25,0.0226,467912.32,360457.59,107454.73,2320.24,5.95
TRX_0000119,RES_0000119,CUS_003719,PRJ_0021,PRJ_0021_U005,2024-07-22,161764.93,0.0318,156628.67,119882.18,36746.49,835.04,6.398
TRX_0000120,RES_0000120,CUS_001446,PRJ_0022,PRJ_0022_U025,2023-05-30,476262.13,0.0348,459666.95,426260.93,33406.01,1718.08,4.485
TRX_0000121,RES_0000121,CUS_000992,PRJ_0004,PRJ_0004_U011,2026-09-10,336776.84,0.0421,322586.27,270338.24,52248.03,1177.51,4.38
TRX_0000122,RES_0000122,CUS_000813,PRJ_0013,PRJ_0013_U002,2025-01-23,299646.85,0.0398,287710.26,200303.31,87406.95,1233.97,5.147
TRX_0000123,RES_0000123,CUS_000677,PRJ_0019,PRJ_0019_U053,2024-04-20,323263.93,0.0455,308541.14,283638.4,24902.74,1180.32,4.591
TRX_0000124,RES_0000124,CUS_001822,PRJ_0020,PRJ_0020_U061,2023-12-10,351687.34,0.0448,335932.21,284399.77,51532.44,1627.87,5.815
TRX_0000125,RES_0000125,CUS_003248,PRJ_0018,PRJ_0018_U027,2026-03-10,627710.35,0.0374,604218.87,439521.99,164696.89,3034.67,6.027
TRX_0000126,RES_0000126,CUS_003684,PRJ_0023,PRJ_0023_U006,2024-03-16,400953.87,0.0298,388986.25,287391.32,101594.93,1586.46,4.894
TRX_0000127,RES_0000127,CUS_004215,PRJ_0015,PRJ_0015_U028,2025-08-28,333396.25,0.0331,322365.13,227612.31,94752.82,1568.35,5.838
TRX_0000128,RES_0000128,CUS_002488,PRJ_0011,PRJ_0011_U007,2024-03-26,286438.05,0.0472,272927.32,235259.35,37667.97,937.85,4.124
TRX_0000129,RES_0000129,CUS_001464,PRJ_0021,PRJ_0021_U039,2024-07-20,380218.18,0.0318,368128.83,293129.8,74999.03,1646.23,5.366
TRX_0000130,RES_0000130,CUS_001300,PRJ_0013,PRJ_0013_U006,2025-07-01,264821.68,0.0267,257739.77,220127.83,37611.94,1366.28,6.361
TRX_0000131,RES_0000131,CUS_005633,PRJ_0013,PRJ_0013_U019,2025-01-31,437116.93,0.0265,425538.13,357409.56,68128.57,1556.72,4.39
TRX_0000132,RES_0000132,CUS_004311,PRJ_0007,PRJ_0007_U072,2024-09-20,703028.24,0.048,669276.1,455655.03,213621.07,2798.37,5.017
TRX_0000133,RES_0000133,CUS_002168,PRJ_0005,PRJ_0005_U064,2023-06-06,206781.73,0.0359,199354.44,141171.12,58183.32,984.97,5.929
TRX_0000134,RES_0000134,CUS_006053,PRJ_0015,PRJ_0015_U036,2024-10-04,193134.88,0.0339,186592.27,138117.94,48474.33,888.67,5.715
TRX_0000135,RES_0000135,CUS_005859,PRJ_0006,PRJ_0006_U031,2025-01-24,380425.04,0.044,363670.83,298533.08,65137.76,1692.27,5.584
TRX_0000136,RES_0000136,CUS_002299,PRJ_0015,PRJ_0015_U042,2024-09-30,349505.97,0.0281,339671.7,231385.33,108286.37,1292.2,4.565
TRX_0000137,RES_0000137,CUS_003543,PRJ_0018,PRJ_0018_U063,2026-05-17,631168.03,0.0483,600654.51,487131.69,113522.82,2212.26,4.42
TRX_0000138,RES_0000138,CUS_003510,PRJ_0023,PRJ_0023_U036,2025-01-04,404680.1,0.0433,387173.27,321881.58,65291.69,1827.63,5.665
TRX_0000139,RES_0000139,CUS_003197,PRJ_0014,PRJ_0014_U060,2026-06-08,237967.83,0.0462,226979.86,166233.1,60746.76,1024.93,5.419
TRX_0000140,RES_0000140,CUS_001796,PRJ_0001,PRJ_0001_U008,2023-05-10,255782.02,0.0232,249860.23,201822.92,48037.31,916.55,4.402
TRX_0000141,RES_0000141,CUS_005457,PRJ_0001,PRJ_0001_U011,2024-06-05,580402.02,0.0387,557929.59,473782.14,84147.45,2690.59,5.787
TRX_0000142,RES_0000142,CUS_002557,PRJ_0007,PRJ_0007_U068,2025-11-17,407518.54,0.0343,393542.72,339302.17,54240.55,1893.05,5.772
TRX_0000143,RES_0000143,CUS_004767,PRJ_0011,PRJ_0011_U085,2023-11-20,443476.99,0.0317,429414.48,365691.42,63723.07,1772.2,4.952
TRX_0000144,RES_0000144,CUS_001024,PRJ_0019,PRJ_0019_U089,2024-05-28,349040.35,0.0314,338083.08,251694.06,86389.02,1158.71,4.113
TRX_0000145,RES_0000145,CUS_000144,PRJ_0021,PRJ_0021_U024,2024-10-20,208591.41,0.0327,201760.7,150309.4,51451.29,864.08,5.139
TRX_0000146,RES_0000146,CUS_001742,PRJ_0015,PRJ_0015_U003,2025-01-22,241491.08,0.0213,236349.93,178847.77,57502.16,972.07,4.935
TRX_0000147,RES_0000147,CUS_004140,PRJ_0028,PRJ_0028_U021,2025-08-28,315399.19,0.038,303414.2,258008.11,45406.08,1320.75,5.224
TRX_0000148,RES_0000148,CUS_005232,PRJ_0003,PRJ_0003_U019,2025-07-31,317568.98,0.0197,311322.82,246092.73,65230.08,1501.19,5.786
TRX_0000149,RES_0000149,CUS_003611,PRJ_0019,PRJ_0019_U023,2024-03-28,321431.7,0.0544,303942.35,236194.98,67747.37,1521.39,6.007
TRX_0000150,RES_0000150,CUS_004297,PRJ_0012,PRJ_0012_U097,2025-06-03,457212.28,0.0292,443872.84,368133.96,75738.87,1774.85,4.798
TRX_0000151,RES_0000151,CUS_004346,PRJ_0009,PRJ_0009_U063,2024-10-31,408568.19,0.0342,394595.17,309780.09,84815.08,2119.53,6.446
TRX_0000152,RES_0000152,CUS_003452,PRJ_0025,PRJ_0025_U001,2026-04-11,196684.4,0.0363,189542.93,156956.36,32586.57,1022.38,6.473
TRX_0000153,RES_0000153,CUS_006259,PRJ_0018,PRJ_0018_U013,2026-05-10,404786.66,0.0312,392144.85,292722.98,99421.88,1565.52,4.791
TRX_0000154,RES_0000154,CUS_001427,PRJ_0023,PRJ_0023_U046,2024-03-16,439936.4,0.023,429805.59,332552.21,97253.37,2166.58,6.049
TRX_0000155,RES_0000155,CUS_002656,PRJ_0010,PRJ_0010_U034,2025-01-18,406718.37,0.035,392484.88,329202.15,63282.73,2001.67,6.12
TRX_0000156,RES_0000156,CUS_006133,PRJ_0015,PRJ_0015_U005,2024-10-26,414831.45,0.0245,404665.67,316899.15,87766.51,1860.25,5.516
TRX_0000157,RES_0000157,CUS_004462,PRJ_0020,PRJ_0020_U029,2024-10-29,526626.41,0.0395,505836.71,349127.85,156708.85,1857.19,4.406
TRX_0000158,RES_0000158,CUS_003260,PRJ_0023,PRJ_0023_U015,2025-04-09,513254.73,0.0406,492424.07,375469.56,116954.5,2470.58,6.021
TRX_0000159,RES_0000159,CUS_000650,PRJ_0009,PRJ_0009_U026,2025-07-18,421273.26,0.0214,412249.94,303792.97,108456.96,1595.77,4.645
TRX_0000160,RES_0000160,CUS_001549,PRJ_0013,PRJ_0013_U016,2025-03-15,199386.32,0.0455,190318.88,152811.07,37507.8,962.36,6.068
TRX_0000161,RES_0000161,CUS_005960,PRJ_0015,PRJ_0015_U040,2025-10-28,288358.66,0.0153,283932.67,198390.06,85542.61,1226.59,5.184
TRX_0000162,RES_0000163,CUS_002899,PRJ_0018,PRJ_0018_U054,2026-03-31,423004.53,0.0238,412941.85,278831.95,134109.9,1507.25,4.38
TRX_0000163,RES_0000164,CUS_003083,PRJ_0027,PRJ_0027_U013,2025-03-10,296913.11,0.0398,285082.71,241071.53,44011.18,1524.29,6.416
TRX_0000164,RES_0000165,CUS_000496,PRJ_0001,PRJ_0001_U059,2025-02-08,589476.17,0.0235,575612.35,459072.39,116539.96,2116.45,4.412
TRX_0000165,RES_0000166,CUS_002201,PRJ_0004,PRJ_0004_U037,2026-08-11,525193.0,0.0445,501813.34,417980.96,83832.39,1951.58,4.667
TRX_0000166,RES_0000167,CUS_003234,PRJ_0004,PRJ_0004_U020,2026-11-21,235902.66,0.0395,226581.71,219157.31,7424.41,970.0,5.137
TRX_0000167,RES_0000168,CUS_004260,PRJ_0010,PRJ_0010_U044,2025-08-20,425625.9,0.0283,413561.05,287660.44,125900.6,2083.6,6.046
TRX_0000168,RES_0000169,CUS_006009,PRJ_0023,PRJ_0023_U077,2023-12-23,599563.45,0.0186,588423.89,440529.5,147894.38,1959.02,3.995
TRX_0000169,RES_0000170,CUS_005820,PRJ_0018,PRJ_0018_U057,2025-12-20,471699.69,0.0422,451801.12,351704.19,100096.93,1839.88,4.887
