unit_id,project_id,bedrooms,sqm,floor,has_terrace,has_garage,has_storage,energy_rating,list_price_eur,expected_rent_eur_month,status
PRJ_0002_U039,PRJ_0002,2,84.16,3,0,1,0,B,245323.92,1036.26,available
PRJ_0002_U040,PRJ_0002,3,140.87,12,0,1,1,C,443187.84,1878.17,available
PRJ_0002_U041,PRJ_0002,4,130.19,0,1,1,1,A,409117.57,2156.72,available
PRJ_0002_U042,PRJ_0002,2,86.45,5,1,1,1,B,260299.73,859.12,available
PRJ_0002_U043,PRJ_0002,2,94.35,6,1,1,1,B,312889.48,1142.3,available
PRJ_0002_U044,PRJ_0002,2,64.37,11,0,1,0,A,202952.01,910.17,available
PRJ_0002_U045,PRJ_0002,2,93.7,1,0,1,1,C,279481.85,1007.95,available
PRJ_0002_U046,PRJ_0002,2,60.86,6,1,1,0,C,198537.06,932.25,available
PRJ_0003_U001,PRJ_0003,2,55.94,2,1,1,0,B,141953.56,718.47,available
PRJ_0003_U002,PRJ_0003,2,86.83,10,1,1,1,C,262212.74,1025.15,available
PRJ_0003_U003,PRJ_0003,2,73.44,8,0,1,1,C,207370.36,976.77,available
PRJ_0003_U004,PRJ_0003,3,131.1,3,1,0,1,D,347100.64,1767.99,available
PRJ_0003_U005,PRJ_0003,4,139.06,3,1,1,1,B,383814.44,1282.55,available
PRJ_0003_U006,PRJ_0003,4,162.73,10,1,1,0,B,427233.86,2088.31,available
PRJ_0003_U007,PRJ_0003,2,66.98,8,0,1,1,B,176237.36,680.08,available
PRJ_0003_U008,PRJ_0003,2,105.18,8,0,1,1,B,283846.06,1037.19,available
PRJ_0003_U009,PRJ_0003,2,82.08,0,0,1,0,C,231413.07,1091.5,available
PRJ_0003_U010,PRJ_0003,3,105.0,8,0,1,1,D,281885.47,1469.67,available
PRJ_0003_U011,PRJ_0003,2,69.03,13,1,0,1,D,201270.66,770.96,available
PRJ_0003_U012,PRJ_0003,3,146.67,0,1,1,1,B,399518.38,1776.48,available
PRJ_0003_U013,PRJ_0003,3,90.53,6,0,0,0,C,245831.03,938.78,available
PRJ_0003_U014,PRJ_0003,2,82.3,6,1,0,0,C,227689.18,1004.98,available
PRJ_0003_U015,PRJ_0003,2,77.49,12,1,1,1,D,232710.02,1062.52,available
PRJ_0003_U016,PRJ_0003,2,61.2,3,1,1,0,B,164407.13,746.4,available
PRJ_0003_U017,PRJ_0003,1,72.67,6,1,0,0,B,186559.49,852.51,available
PRJ_0003_U018,PRJ_0003,2,92.73,10,0,1,0,C,236018.14,819.12,available
PRJ_0003_U019,PRJ_0003,3,123.43,0,0,0,1,B,317568.98,1501.19,available
PRJ_0003_U020,PRJ_0003,2,50.09,11,1,1,1,B,135136.81,633.1,available
PRJ_0003_U021,PRJ_0003,2,101.28,11,0,0,0,D,277207.69,1303.57,available
PRJ_0003_U022,PRJ_0003,3,132.78,10,0,0,1,D,352910.22,1176.36,available
PRJ_0003_U023,PRJ_0003,3,78.55,9,0,1,0,D,240286.31,1002.49,available
PRJ_0003_U024,PRJ_0003,2,78.28,10,0,1,0,C,195446.56,798.79,available
PRJ_0003_U025,PRJ_0003,3,117.09,10,0,0,1,B,321870.4,1082.05,available
PRJ_0003_U026,PRJ_0003,4,159.13,12,0,1,0,B,410548.59,1505.48,available
PRJ_0003_U027,PRJ_0003,3,118.5,5,1,1,0,B,319023.04,1326.76,available
PRJ_0003_U028,PRJ_0003,3,145.63,6,1,1,0,B,416291.79,2014.11,available
PRJ_0003_U029,PRJ_0003,1,56.39,8,1,1,1,B,143385.33,550.0,available
PRJ_0003_U030,PRJ_0003,4,152.56,2,0,0,0,C,401985.66,2023.44,available
PRJ_0003_U031,PRJ_0003,2,124.78,11,0,0,1,B,371863.98,1634.24,available
PRJ_0003_U032,PRJ_0003,4,139.17,10,1,1,0,C,386069.89,1883.1,available
PRJ_0003_U033,PRJ_0003,3,105.5,8,0,0,0,B,286654.32,1212.52,available
PRJ_0003_U034,PRJ_0003,1,60.49,4,1,1,0,B,175519.13,752.95,available
PRJ_0003_U035,PRJ_0003,1,65.25,4,1,1,1,A,181167.39,826.31,available
PRJ_0003_U036,PRJ_0003,3,100.75,6,1,1,1,B,281481.93,1479.08,available
PRJ_0003_U037,PRJ_0003,3,115.48,9,0,0,1,C,278500.27,1190.1,available
PRJ_0003_U038,PRJ_0003,1,57.75,10,1,1,1,B,171492.49,747.05,available
PRJ_0003_U039,PRJ_0003,3,131.23,9,1,1,1,B,375477.58,1697.59,available
PRJ_0003_U040,PRJ_0003,3,113.13,13,1,1,0,C,304849.61,1471.23,available
PRJ_0003_U041,PRJ_0003,2,89.32,13,0,0,1,B,244602.81,814.12,available
PRJ_0003_U042,PRJ_0003,2,104.75,9,0,1,0,A,278063.08,1203.17,available
PRJ_0003_U043,PRJ_0003,1,65.44,5,0,1,0,B,169229.58,719.27,available
PRJ_0003_U044,PRJ_0003,3,132.86,8,0,0,1,A,372504.76,1952.1,available
PRJ_0003_U045,PRJ_0003,2,70.75,5,0,1,0,C,175344.11,749.96,available
PRJ_0003_U046,PRJ_0003,3,118.39,8,0,1,0,B,340664.56,1437.74,available
PRJ_0003_U047,PRJ_0003,2,107.07,11,0,1,1,A,276188.24,1472.53,available
PRJ_0003_U048,PRJ_0003,3,125.91,5,0,1,1,A,328095.4,1371.59,available
PRJ_0003_U049,PRJ_0003,2,94.1,7,0,1,0,C,282018.53,1007.84,available
PRJ_0003_U050,PRJ_0003,2,81.55,0,0,0,0,A,224320.23,819.83,available
PRJ_0003_U051,PRJ_0003,3,98.41,10,0,1,0,C,270392.34,914.15,available
PRJ_0003_U052,PRJ_0003,2,90.37,6,1,0,0,A,239964.8,760.2,available
PRJ_0003_U053,PRJ_0003,3,115.49,6,1,0,0,C,313276.19,1296.51,available
PRJ_0003_U054,PRJ_0003,4,169.88,7,0,1,1,B,472864.24,2315.83,available
PRJ_0003_U055,PRJ_0003,4,107.11,3,0,1,0,B,285037.44,1373.02,available
PRJ_0003_U056,PRJ_0003,3,127.08,8,0,0,1,A,344235.28,1114.98,available
PRJ_0003_U057,PRJ_0003,2,73.08,10,0,1,0,C,199518.17,887.68,available
PRJ_0003_U058,PRJ_0003,3,112.97,4,0,0,1,D,295394.0,1037.96,available
PRJ_0003_U059,PRJ_0003,3,79.0,1,0,0,1,A,193738.19,1023.73,available
PRJ_0003_U060,PRJ_0003,2,104.08,5,1,1,0,A,279860.31,991.61,available
PRJ_0003_U061,PRJ_0003,2,100.2,2,1,1,1,D,293311.49,1342.37,available
PRJ_0003_U062,PRJ_0003,3,127.31,5,0,1,0,B,315022.36,1228.81,available
PRJ_0003_U063,PRJ_0003,2,41.22,8,0,1,1,A,113238.6,550.0,available
PRJ_0003_U064,PRJ_0003,3,117.7,1,0,1,0,B,299807.35,1227.49,available
PRJ_0003_U065,PRJ_0003,4,161.8,10,0,1,0,C,444874.67,2169.15,available
PRJ_0003_U066,PRJ_0003,3,79.12,3,0,0,1,C,205067.56,755.82,available
PRJ_0003_U067,PRJ_0003,2,88.95,12,1,0,0,C,266162.77,1385.3,available
PRJ_0004_U001,PRJ_0004,4,129.82,1,0,1,0,A,410106.4,1448.03,available
PRJ_0004_U002,PRJ_0004,2,100.82,4,0,1,0,A,270679.04,914.13,available
PRJ_0004_U003,PRJ_0004,2,89.9,11,1,0,1,C,265688.44,1169.94,available
PRJ_0004_U004,PRJ_0004,2,90.18,7,1,1,1,B,275013.09,1074.5,available
PRJ_0004_U005,PRJ_0004,2,96.07,7,1,1,1,D,307926.47,1355.05,available
PRJ_0004_U006,PRJ_0004,2,87.79,6,1,0,1,C,272093.05,997.43,available
PRJ_0004_U007,PRJ_0004,1,44.15,4,1,0,1,C,145002.97,550.0,available
PRJ_0004_U008,PRJ_0004,2,97.1,8,0,0,1,B,309358.68,1634.88,available
PRJ_0004_U009,PRJ_0004,3,127.5,8,0,1,1,C,404918.22,1380.92,available
PRJ_0004_U010,PRJ_0004,1,58.03,12,1,1,0,D,185396.34,640.01,available
PRJ_0004_U011,PRJ_0004,2,110.2,8,0,0,0,A,336776.84,1177.51,available
PRJ_0004_U012,PRJ_0004,3,137.19,13,0,0,1,B,399192.16,2145.47,available
PRJ_0004_U013,PRJ_0004,3,112.96,11,1,1,1,B,378787.05,1725.91,available
PRJ_0004_U014,PRJ_0004,3,139.63,1,1,1,1,B,412506.69,1872.71,available
PRJ_0004_U015,PRJ_0004,3,141.2,5,1,1,1,C,460150.11,2478.71,available
PRJ_0004_U016,PRJ_0004,3,117.04,5,1,1,0,B,382425.6,1287.11,available
PRJ_0004_U017,PRJ_0004,2,71.6,0,0,1,1,C,217916.35,1167.88,available
PRJ_0004_U018,PRJ_0004,2,86.73,2,0,1,0,B,255164.59,925.15,available
PRJ_0004_U019,PRJ_0004,3,114.09,10,1,1,0,A,369125.41,1686.38,available
PRJ_0004_U020,PRJ_0004,2,94.61,4,0,0,0,B,235902.66,970.0,available
PRJ_0004_U021,PRJ_0004,1,49.98,2,1,1,0,C,156493.94,630.76,available
PRJ_0004_U022,PRJ_0004,2,88.71,4,0,1,1,C,265642.24,1397.8,available
PRJ_0004_U023,PRJ_0004,2,84.59,3,0,1,0,B,250436.6,877.14,available
PRJ_0004_U024,PRJ_0004,2,76.58,2,1,1,0,C,244558.95,1323.08,available
PRJ_0004_U025,PRJ_0004,2,60.72,1,1,1,0,A,186581.5,750.0,available
PRJ_0004_U026,PRJ_0004,3,114.49,10,0,1,0,B,329874.51,1526.13,available
PRJ_0004_U027,PRJ_0004,4,81.57,11,0,1,0,B,247474.97,1322.62,available
PRJ_0004_U028,PRJ_0004,2,93.87,6,1,1,0,D,298750.98,984.76,available
PRJ_0004_U029,PRJ_0004,4,133.52,8,1,0,1,C,423970.7,2222.93,available
PRJ_0004_U030,PRJ_0004,1,58.56,12,1,1,0,C,187256.6,832.21,available
PRJ_0004_U031,PRJ_0004,4,136.25,11,0,0,0,A,429600.41,2041.27,available
PRJ_0004_U032,PRJ_0004,4,151.13,0,0,0,1,B,422136.26,1478.46,available
PRJ_0004_U033,PRJ_0004,1,50.92,13,0,0,0,C,153971.08,672.36,available
PRJ_0004_U034,PRJ_0004,3,107.55,0,0,1,1,B,344808.28,1614.42,available
PRJ_0004_U035,PRJ_0004,4,171.39,0,0,1,1,D,471423.51,1976.78,available
PRJ_0004_U036,PRJ_0004,4,136.6,5,0,1,1,C,415095.44,1459.22,available
PRJ_0004_U037,PRJ_0004,4,171.36,10,1,0,1,B,525193.0,1951.58,available
PRJ_0004_U038,PRJ_0004,3,107.34,1,0,1,0,C,312683.32,1591.26,available
PRJ_0004_U039,PRJ_0004,1,85.08,4,1,0,1,D,249376.9,809.04,available
PRJ_0004_U040,PRJ_0004,3,115.22,3,1,1,1,B,357380.51,1701.71,available
PRJ_0004_U041,PRJ_0004,3,119.24,5,0,0,1,C,384586.05,2082.65,available
PRJ_0004_U042,PRJ_0004,3,142.95,13,0,1,1,D,414999.01,1321.15,available
PRJ_0004_U043,PRJ_0004,2,69.18,4,0,1,0,B,193327.49,682.26,available
PRJ_0004_U044,PRJ_0004,3,79.48,2,0,1,0,D,220538.16,1032.89,available
PRJ_0004_U045,PRJ_0004,2,71.37,1,0,1,1,A,233515.63,770.99,available
PRJ_0004_U046,PRJ_0004,3,114.94,2,0,1,0,C,333260.21,1497.57,available
PRJ_0004_U047,PRJ_0004,1,64.0,1,1,1,1,C,199952.22,940.91,available
PRJ_0004_U048,PRJ_0004,3,116.31,8,1,1,0,C,361466.25,1622.98,available
PRJ_0004_U049,PRJ_0004,3,98.12,5,0,1,1,B,281544.8,1122.89,available
PRJ_0004_U050,PRJ_0004,2,99.77,6,1,1,1,C,317036.59,1501.34,available
PRJ_0004_U051,PRJ_0004,3,97.38,11,0,0,1,A,332519.81,1497.61,available
PRJ_0004_U052,PRJ_0004,2,96.55,8,1,1,0,B,327538.16,1190.22,available
PRJ_0004_U053,PRJ_0004,4,180.0,2,1,1,1,B,539048.95,2389.99,available
PRJ_0004_U054,PRJ_0004,3,122.71,5,0,1,1,C,381522.6,1965.21,available
PRJ_0004_U055,PRJ_0004,2,76.23,4,1,1,0,B,225368.18,1051.8,available
PRJ_0004_U056,PRJ_0004,2,71.06,11,0,1,0,B,197843.06,836.52,available
PRJ_0004_U057,PRJ_0004,2,48.61,4,0,1,1,D,153872.03,598.6,available
PRJ_0004_U058,PRJ_0004,2,78.92,1,1,0,0,B,252697.92,849.04,available
PRJ_0004_U059,PRJ_0004,4,114.67,10,0,1,0,B,368698.19,1370.48,available
PRJ_0004_U060,PRJ_0004,3,83.74,5,0,0,1,B,241512.38,770.87,available
PRJ_0004_U061,PRJ_0004,2,124.77,1,0,1,0,B,367229.12,1978.11,available
PRJ_0004_U062,PRJ_0004,3,123.85,9,0,1,1,C,398210.05,1460.34,available
PRJ_0004_U063,PRJ_0004,2,97.09,2,0,1,0,B,293814.98,1469.12,available
PRJ_0004_U064,PRJ_0004,3,100.06,12,0,1,1,A,303978.77,1077.94,available
PRJ_0004_U065,PRJ_0004,2,74.93,11,1,1,0,D,218430.64,831.08,available
PRJ_0004_U066,PRJ_0004,3,131.69,5,0,0,1,C,391174.11,1606.86,available
PRJ_0004_U067,PRJ_0004,4,142.78,7,0,0,1,C,457595.68,1783.06,available
PRJ_0004_U068,PRJ_0004,2,75.66,7,0,1,0,C,217331.67,1078.61,available
PRJ_0004_U069,PRJ_0004,3,108.85,9,0,1,1,D,348099.47,1852.4,available
PRJ_0004_U070,PRJ_0004,4,133.91,0,0,1,0,B,404058.95,2075.28,available
PRJ_0004_U071,PRJ_0004,2,67.18,4,0,1,0,C,206876.38,726.59,available
PRJ_0004_U072,PRJ_0004,1,38.81,2,0,1,0,C,120222.55,590.8,available
PRJ_0004_U073,PRJ_0004,3,104.44,9,1,1,1,B,324145.29,1134.36,available
PRJ_0004_U074,PRJ_0004,2,85.09,0,1,0,0,B,236676.45,1235.87,available
PRJ_0004_U075,PRJ_0004,1,51.1,7,0,1,1,A,154136.89,667.7,available
PRJ_0004_U076,PRJ_0004,2,91.03,10,0,1,1,C,294643.45,1156.04,available
PRJ_0004_U077,PRJ_0004,3,124.7,13,0,0,0,C,363605.41,1279.88,available
PRJ_0004_U078,PRJ_0004,2,57.48,4,1,0,0,C,167910.27,550.0,available
PRJ_0004_U079,PRJ_0004,2,70.91,0,0,1,1,B,194121.44,723.01,available
PRJ_0004_U080,PRJ_0004,3,125.27,10,0,1,1,B,422233.5,2205.41,available
PRJ_0004_U081,PRJ_0004,3,126.46,0,0,0,0,B,383190.0,1900.82,available
PRJ_0004_U082,PRJ_0004,3,89.33,0,0,0,0,B,269933.96,1443.8,available
PRJ_0004_U083,PRJ_0004,2,95.01,13,0,1,1,D,308700.84,1047.54,available
PRJ_0004_U084,PRJ_0004,4,175.35,12,0,0,0,C,540721.94,2432.75,available
PRJ_0004_U085,PRJ_0004,3,139.61,9,0,1,1,D,427376.62,1600.63,available
PRJ_0004_U086,PRJ_0004,2,100.86,11,0,0,1,C,304190.67,1334.88,available
PRJ_0004_U087,PRJ_0004,4,122.97,1,0,1,0,D,357184.18,1388.62,available
PRJ_0004_U088,PRJ_0004,2,78.57,1,0,1,0,B,263933.09,1004.12,available
PRJ_0004_U089,PRJ_0004,2,91.72,4,1,1,1,A,294871.14,1314.48,available
PRJ_0004_U090,PRJ_0004,2,87.46,0,1,1,1,A,267236.69,956.48,available
PRJ_0004_U091,PRJ_0004,3,119.49,12,0,1,1,B,378907.9,1599.83,available
PRJ_0004_U092,PRJ_0004,1,45.42,0,0,1,0,B,127999.66,592.77,available
PRJ_0004_U093,PRJ_0004,2,96.66,7,0,1,1,A,322082.96,1112.82,available
PRJ_0004_U094,PRJ_0004,2,80.22,11,1,1,1,D,249414.67,1312.05,available
PRJ_0004_U095,PRJ_0004,2,96.19,10,0,0,0,B,295522.14,1272.09,available
PRJ_0004_U096,PRJ_0004,2,89.3,3,1,0,1,D,288766.99,1446.9,available
PRJ_0004_U097,PRJ_0004,3,89.62,6,0,1,1,C,283082.58,1312.92,available
PRJ_0004_U098,PRJ_0004,2,66.41,7,0,1,1,C,206781.17,985.14,available
PRJ_0004_U099,PRJ_0004,1,68.62,10,0,1,0,C,209770.71,1002.28,available
PRJ_0004_U100,PRJ_0004,3,123.83,5,0,0,1,B,364713.27,1873.04,available
PRJ_0004_U101,PRJ_0004,2,85.1,3,1,1,1,C,258523.94,1175.58,available
PRJ_0004_U102,PRJ_0004,3,103.65,11,0,1,1,B,313985.11,1190.84,available
PRJ_0004_U103,PRJ_0004,2,99.63,12,0,0,0,D,320693.91,1087.33,available
PRJ_0004_U104,PRJ_0004,1,46.62,6,0,0,0,B,138981.67,629.69,available
PRJ_0004_U105,PRJ_0004,2,68.27,0,0,1,1,B,197541.08,655.04,available
PRJ_0004_U106,PRJ_0004,2,117.06,7,1,0,1,C,360031.22,1335.56,available
PRJ_0004_U107,PRJ_0004,2,65.12,12,1,1,0,C,217913.58,719.82,available
PRJ_0004_U108,PRJ_0004,3,90.24,13,1,0,1,B,294524.42,1296.4,available
PRJ_0004_U109,PRJ_0004,2,88.18,5,1,1,1,C,283580.97,1000.31,available
PRJ_0004_U110,PRJ_0004,3,120.22,2,1,1,1,A,371209.56,1685.32,available
PRJ_0004_U111,PRJ_0004,3,114.81,8,0,1,1,C,366003.97,1810.3,available
PRJ_0004_U112,PRJ_0004,1,60.72,11,0,1,1,B,182125.6,913.52,available
PRJ_0004_U113,PRJ_0004,3,128.64,13,1,0,1,B,400868.96,1548.61,available
PRJ_0004_U114,PRJ_0004,2,84.62,0,1,1,1,A,277532.66,1221.65,available
PRJ_0004_U115,PRJ_0004,2,70.35,4,1,0,1,B,225398.54,999.29,available
PRJ_0004_U116,PRJ_0004,2,95.24,6,0,0,0,B,271424.53,1148.31,available
