snapshot_date,supplier_id,supplier_name,category,risk_profile,annual_volume_eur,orders,incidents,avg_delay_days,dependency_pct,estimated_margin_pct,macro_pressure,demand_pressure,risk_score,risk_tier_rule,reliability_index,behavior_state,forecast_risk_score_90,forecast_risk_level_90,risk_tier
2024-01-01,SUP_0019,SUP_0019,acabados,fragile,1516282.99,18,5.35,8.82,37.95,17.22,1.0007,0.9796,29.13,LOW,49.39,warning,68.71,LOW,LOW
2024-01-01,SUP_0020,SUP_0020,cemento,watch,234922.66,8,3.59,18.87,41.88,18.21,1.0007,0.9796,39.73,LOW,35.17,critical,83.16,MED,MED
2024-01-01,SUP_0021,SUP_0021,acabados,watch,1941778.66,41,2.14,10.58,65.48,18.46,1.0007,0.9796,33.3,LOW,46.03,critical,64.26,LOW,LOW
2024-01-01,SUP_0022,SUP_0022,cemento,stable,3910737.15,111,1.2,1.18,33.34,25.72,1.0007,0.9796,-5.36,LOW,83.51,stable,2.91,LOW,LOW
2024-01-01,SUP_0023,SUP_0023,acabados,fragile,2345198.72,112,8.21,11.07,5.71,10.89,1.0007,0.9796,32.91,LOW,42.9,critical,70.4,LOW,LOW
2024-01-01,SUP_0024,SUP_0024,acero,fragile,3121843.53,168,7.96,12.46,80.09,8.93,1.0007,0.9796,69.69,LOW,5.28,critical,127.68,HIGH,HIGH
2024-01-01,SUP_0025,SUP_0025,cemento,watch,1818951.96,128,2.99,13.18,39.62,8.57,1.0007,0.9796,38.02,LOW,43.0,warning,61.85,LOW,MED
2024-01-01,SUP_0026,SUP_0026,logistica,stable,4723509.04,96,3.01,4.95,37.95,23.18,1.0007,0.9796,10.34,LOW,66.23,warning,35.7,LOW,LOW
2024-01-01,SUP_0027,SUP_0027,hormigon,watch,2001425.53,49,5.36,4.04,63.09,12.35,1.0007,0.9796,38.18,LOW,44.95,warning,67.33,LOW,MED
2024-01-01,SUP_0028,SUP_0028,fontaneria,stable,3284642.32,85,6.55,8.33,5.16,27.6,1.0007,0.9796,6.88,LOW,61.9,warning,30.31,LOW,LOW
2024-01-01,SUP_0029,SUP_0029,hormigon,stable,4942575.92,41,5.16,0.64,22.96,28.09,1.0007,0.9796,-1.31,LOW,76.35,stable,14.0,LOW,LOW
2024-01-01,SUP_0030,SUP_0030,logistica,watch,3649792.71,68,4.33,3.31,44.78,17.76,1.0007,0.9796,20.37,LOW,60.05,warning,38.58,LOW,LOW
2024-01-01,SUP_0031,SUP_0031,acabados,watch,1963232.71,149,2.81,5.38,15.29,14.81,1.0007,0.9796,8.59,LOW,71.81,stable,25.23,LOW,LOW
2024-01-01,SUP_0032,SUP_0032,acabados,fragile,2115389.92,61,3.42,11.67,75.43,12.51,1.0007,0.9796,49.2,LOW,31.6,critical,85.72,MED,MED
2024-01-01,SUP_0033,SUP_0033,electricidad,stable,2671798.87,60,1.0,5.53,41.39,6.61,1.0007,0.9796,23.31,LOW,66.83,warning,48.25,LOW,LOW
2024-01-01,SUP_0034,SUP_0034,electricidad,stable,3048876.73,44,3.88,2.46,37.52,34.13,1.0007,0.9796,-1.92,LOW,73.3,stable,19.98,LOW,LOW
2024-01-01,SUP_0035,SUP_0035,fontaneria,watch,3681609.83,45,8.38,13.14,29.97,10.85,1.0007,0.9796,47.49,LOW,29.15,critical,94.64,MED,MED
2024-01-01,SUP_0036,SUP_0036,acabados,stable,2380459.42,97,2.16,8.63,50.54,6.04,1.0007,0.9796,36.13,LOW,50.55,warning,62.7,LOW,LOW
2024-01-01,SUP_0037,SUP_0037,acabados,stable,5389466.87,112,2.4,1.53,37.25,10.96,1.0007,0.9796,15.32,LOW,71.03,stable,33.73,LOW,LOW
2024-01-01,SUP_0038,SUP_0038,cemento,watch,3029738.4,52,1.16,19.26,45.35,7.13,1.0007,0.9796,45.64,LOW,37.38,critical,76.53,MED,MED
2024-01-01,SUP_0039,SUP_0039,fontaneria,stable,6185210.1,131,12.34,17.92,28.62,13.11,1.0007,0.9796,63.68,LOW,2.57,critical,130.2,HIGH,HIGH
2024-01-01,SUP_0040,SUP_0040,cemento,watch,2608656.91,117,7.2,21.01,46.39,13.64,1.0007,0.9796,60.35,LOW,9.57,critical,114.55,MED,HIGH
2024-01-01,SUP_0041,SUP_0041,acero,stable,4510449.95,153,0.04,11.89,18.37,17.46,1.0007,0.9796,8.75,LOW,69.33,stable,26.91,LOW,LOW
2024-01-01,SUP_0042,SUP_0042,acabados,fragile,3738390.97,189,11.67,9.98,52.17,15.65,1.0007,0.9796,57.81,LOW,9.69,critical,103.73,MED,HIGH
2024-01-01,SUP_0043,SUP_0043,hormigon,watch,4579119.55,110,0.0,6.68,34.06,20.39,1.0007,0.9796,4.95,LOW,75.16,warning,29.1,LOW,LOW
2024-01-01,SUP_0044,SUP_0044,acabados,stable,1569704.39,39,1.93,2.44,39.52,14.22,1.0007,0.9796,13.01,LOW,73.41,stable,31.48,LOW,LOW
2024-01-01,SUP_0045,SUP_0045,electricidad,fragile,1855288.5,155,8.51,17.08,74.76,14.64,1.0007,0.9796,70.13,MED,0.0,critical,117.12,MED,HIGH
2024-01-01,SUP_0046,SUP_0046,hormigon,fragile,3710160.13,57,2.98,16.49,25.71,9.51,1.0007,0.9796,35.73,LOW,45.16,warning,63.49,LOW,LOW
2024-01-01,SUP_0047,SUP_0047,acero,stable,4194854.83,150,5.96,12.48,34.76,1.27,1.0007,0.9796,50.95,LOW,31.53,critical,89.43,MED,MED
2024-01-01,SUP_0048,SUP_0048,electricidad,stable,3122083.57,128,13.17,11.09,55.35,9.72,1.0007,0.9796,71.33,MED,0.0,critical,122.97,HIGH,HIGH
2024-01-01,SUP_0049,SUP_0049,acabados,watch,1546340.52,63,1.96,17.13,27.67,1.0,1.0007,0.9796,43.02,LOW,43.92,warning,79.88,MED,MED
2024-01-01,SUP_0050,SUP_0050,fontaneria,stable,1602022.23,20,2.5,4.12,21.69,17.57,1.0007,0.9796,5.87,LOW,77.57,stable,22.15,LOW,LOW
2024-01-01,SUP_0051,SUP_0051,logistica,stable,1587105.43,94,4.81,11.66,33.37,18.84,1.0007,0.9796,28.09,LOW,46.2,warning,75.97,MED,LOW
2024-01-01,SUP_0052,SUP_0052,logistica,stable,1162271.58,31,6.72,10.15,38.29,33.12,1.0007,0.9796,19.5,LOW,46.25,warning,54.51,LOW,LOW
2024-01-01,SUP_0053,SUP_0053,acabados,watch,2861364.01,160,2.01,10.76,44.15,13.86,1.0007,0.9796,28.18,LOW,50.61,warning,57.15,LOW,LOW
2024-01-01,SUP_0054,SUP_0054,fontaneria,watch,3593435.61,167,4.16,9.76,58.01,16.13,1.0007,0.9796,37.09,LOW,38.38,warning,68.46,LOW,LOW
2024-01-01,SUP_0055,SUP_0055,acero,watch,4403979.52,77,15.6,14.59,49.9,13.44,1.0007,0.9796,77.71,MED,0.0,critical,137.72,HIGH,HIGH
2024-01-01,SUP_0056,SUP_0056,acero,watch,396012.29,113,0.45,7.35,50.35,14.87,1.0007,0.9796,20.15,LOW,62.66,warning,46.14,LOW,LOW
2024-01-01,SUP_0057,SUP_0057,cemento,watch,1870570.04,49,3.71,9.33,49.05,6.93,1.0007,0.9796,40.27,LOW,45.36,warning,71.71,LOW,MED
2024-01-01,SUP_0058,SUP_0058,acero,watch,2773716.68,52,5.09,15.43,95.0,12.82,1.0007,0.9796,68.35,LOW,8.94,critical,111.54,MED,HIGH
2024-01-01,SUP_0059,SUP_0059,logistica,stable,5877131.35,127,2.18,5.84,27.28,26.66,1.0007,0.9796,0.92,LOW,72.82,stable,18.17,LOW,LOW
2024-01-01,SUP_0060,SUP_0060,acero,stable,1712569.09,117,4.96,11.8,5.37,17.71,1.0007,0.9796,17.3,LOW,56.8,warning,45.03,LOW,LOW
2024-01-01,SUP_0061,SUP_0061,cemento,watch,2537419.28,137,4.86,6.86,69.14,19.97,1.0007,0.9796,36.0,LOW,38.62,critical,65.46,LOW,LOW
2024-01-01,SUP_0062,SUP_0062,fontaneria,watch,3917848.7,81,0.56,9.23,34.41,19.26,1.0007,0.9796,11.76,LOW,68.11,warning,43.16,LOW,LOW
2024-01-01,SUP_0063,SUP_0063,logistica,watch,4208307.21,125,6.36,7.69,37.77,7.98,1.0007,0.9796,39.62,LOW,41.24,critical,64.05,LOW,MED
2024-01-01,SUP_0064,SUP_0064,logistica,watch,4323264.15,96,3.41,10.69,69.0,16.14,1.0007,0.9796,41.18,LOW,36.7,critical,78.83,MED,MED
2024-01-01,SUP_0065,SUP_0065,hormigon,watch,3666894.94,133,14.32,3.47,9.39,18.62,1.0007,0.9796,33.77,LOW,34.09,critical,56.52,LOW,LOW
2024-01-01,SUP_0066,SUP_0066,electricidad,watch,3182881.38,85,3.24,0.0,20.13,19.16,1.0007,0.9796,-0.39,LOW,82.16,warning,8.5,LOW,LOW
2024-01-01,SUP_0067,SUP_0067,electricidad,watch,2937254.48,30,4.99,1.78,11.69,9.44,1.0007,0.9796,13.44,LOW,73.65,stable,25.84,LOW,LOW
2024-01-01,SUP_0068,SUP_0068,hormigon,stable,2281402.76,95,6.13,7.51,22.59,16.69,1.0007,0.9796,23.12,LOW,53.29,stable,57.37,LOW,LOW
2024-01-01,SUP_0069,SUP_0069,hormigon,stable,5746954.05,71,7.29,6.34,43.33,21.49,1.0007,0.9796,29.39,LOW,44.06,warning,60.61,LOW,LOW
2024-01-01,SUP_0070,SUP_0070,hormigon,stable,1877048.01,107,0.0,6.99,31.76,25.79,1.0007,0.9796,-1.02,LOW,77.54,stable,23.79,LOW,LOW
2024-01-01,SUP_0071,SUP_0071,logistica,stable,3137095.47,129,0.87,14.79,37.97,11.57,1.0007,0.9796,30.3,LOW,50.04,warning,74.6,LOW,LOW
2024-01-01,SUP_0072,SUP_0072,acabados,stable,1885690.52,131,7.85,0.0,14.98,13.23,1.0007,0.9796,17.05,LOW,62.58,stable,38.14,LOW,LOW
2024-01-01,SUP_0073,SUP_0073,acabados,fragile,3362678.39,159,4.0,18.67,3.95,4.41,1.0007,0.9796,37.38,LOW,41.64,warning,78.24,MED,LOW
2024-01-01,SUP_0074,SUP_0074,acabados,stable,2820823.47,120,1.2,16.11,34.43,17.84,1.0007,0.9796,25.4,LOW,50.15,warning,66.94,LOW,LOW
2024-01-01,SUP_0075,SUP_0075,logistica,stable,2297979.52,40,1.24,4.79,28.03,14.24,1.0007,0.9796,9.28,LOW,76.62,stable,32.33,LOW,LOW
2024-01-01,SUP_0076,SUP_0076,cemento,stable,2080411.52,144,5.61,10.03,36.08,45.0,1.0007,0.9796,3.1,LOW,52.71,warning,31.78,LOW,LOW
2024-01-01,SUP_0077,SUP_0077,logistica,stable,2771172.5,31,2.69,9.46,34.95,6.4,1.0007,0.9796,31.6,LOW,55.88,warning,58.67,LOW,LOW
2024-01-01,SUP_0078,SUP_0078,cemento,watch,1507776.5,108,2.46,3.34,42.66,21.92,1.0007,0.9796,9.68,LOW,68.7,warning,33.61,LOW,LOW
2024-01-01,SUP_0079,SUP_0079,electricidad,watch,2774962.08,73,2.27,13.57,54.86,9.58,1.0007,0.9796,42.27,LOW,40.25,critical,75.88,MED,MED
2024-01-01,SUP_0080,SUP_0080,fontaneria,watch,1436896.18,170,7.71,16.27,42.0,20.64,1.0007,0.9796,45.79,LOW,19.86,critical,84.13,MED,MED
2024-01-01,SUP_0081,SUP_0081,acero,watch,2594350.97,145,0.4,18.57,48.77,12.39,1.0007,0.9796,38.61,LOW,39.29,critical,82.89,MED,MED
2024-01-01,SUP_0082,SUP_0082,hormigon,stable,2056411.51,79,11.13,2.23,18.56,12.86,1.0007,0.9796,32.22,LOW,44.81,warning,63.66,LOW,LOW
2024-01-01,SUP_0083,SUP_0083,hormigon,fragile,1879150.25,174,6.12,45.0,56.62,7.06,1.0007,0.9796,104.26,MED,0.0,critical,180.0,HIGH,HIGH
2024-01-01,SUP_0084,SUP_0084,acabados,stable,1844290.26,11,5.49,7.7,31.57,35.24,1.0007,0.9796,6.98,LOW,60.45,warning,41.38,LOW,LOW
2024-01-01,SUP_0085,SUP_0085,acero,stable,4863395.67,9,8.55,27.13,37.6,10.37,1.0007,0.9796,72.89,MED,0.0,critical,134.04,HIGH,HIGH
2024-01-01,SUP_0086,SUP_0086,acero,stable,3218814.8,89,0.91,3.33,25.56,21.54,1.0007,0.9796,-2.3,LOW,83.04,stable,6.03,LOW,LOW
2024-01-01,SUP_0087,SUP_0087,logistica,watch,2489756.45,86,9.71,13.49,48.05,11.55,1.0007,0.9796,59.44,LOW,14.02,critical,113.08,MED,HIGH
2024-01-01,SUP_0088,SUP_0088,hormigon,watch,4645347.99,97,0.84,12.9,37.3,18.07,1.0007,0.9796,20.59,LOW,57.46,warning,50.03,LOW,LOW
2024-01-01,SUP_0089,SUP_0089,logistica,stable,647890.25,38,3.6,28.4,28.49,12.53,1.0007,0.9796,53.71,LOW,19.19,critical,111.06,MED,MED
2024-01-01,SUP_0090,SUP_0090,logistica,watch,3531154.55,81,16.34,14.17,64.4,11.62,1.0007,0.9796,87.64,MED,0.0,critical,158.03,HIGH,HIGH
2024-01-01,SUP_0091,SUP_0091,fontaneria,stable,4902321.55,210,3.08,9.87,5.95,29.18,1.0007,0.9796,-2.47,LOW,69.18,warning,28.98,LOW,LOW
2024-01-01,SUP_0092,SUP_0092,hormigon,watch,3396583.28,167,0.0,14.07,20.97,13.72,1.0007,0.9796,16.82,LOW,62.22,warning,39.55,LOW,LOW
2024-01-01,SUP_0093,SUP_0093,hormigon,stable,3602839.31,92,16.95,10.93,8.68,13.99,1.0007,0.9796,57.16,LOW,8.57,critical,116.48,MED,HIGH
2024-01-01,SUP_0094,SUP_0094,hormigon,stable,3949699.24,48,10.22,9.73,4.94,7.64,1.0007,0.9796,39.83,LOW,38.67,warning,78.49,MED,MED
2024-01-01,SUP_0095,SUP_0095,fontaneria,stable,2714934.9,111,3.6,11.32,23.51,15.24,1.0007,0.9796,23.13,LOW,54.38,warning,41.54,LOW,LOW
2024-01-01,SUP_0096,SUP_0096,hormigon,watch,792650.36,5,0.0,13.01,51.89,4.16,1.0007,0.9796,38.71,LOW,51.93,warning,77.66,MED,MED
2024-01-01,SUP_0097,SUP_0097,electricidad,stable,1126178.59,108,6.34,14.37,31.79,9.0,1.0007,0.9796,45.89,LOW,31.48,critical,89.06,MED,MED
2024-01-01,SUP_0098,SUP_0098,cemento,stable,2624840.78,105,5.13,11.17,41.74,17.37,1.0007,0.9796,33.54,LOW,41.31,warning,77.64,MED,LOW
2024-01-01,SUP_0099,SUP_0099,electricidad,stable,2675057.63,29,3.97,10.47,47.86,39.72,1.0007,0.9796,9.42,LOW,54.7,warning,47.11,LOW,LOW
2024-01-01,SUP_0100,SUP_0100,cemento,fragile,4645040.22,84,3.39,7.45,95.0,25.01,1.0007,0.9796,39.08,LOW,35.04,critical,85.29,MED,MED
2024-01-01,SUP_0101,SUP_0101,fontaneria,fragile,2492412.67,36,9.21,1.42,60.13,7.9,1.0007,0.9796,48.9,LOW,34.98,critical,76.59,MED,MED
2024-01-01,SUP_0102,SUP_0102,cemento,watch,758456.14,45,4.49,10.64,72.65,19.71,1.0007,0.9796,42.42,LOW,33.59,critical,79.03,MED,MED
2024-01-01,SUP_0103,SUP_0103,hormigon,stable,1878219.59,92,1.88,6.08,27.37,15.65,1.0007,0.9796,11.44,LOW,70.71,stable,25.27,LOW,LOW
2024-01-01,SUP_0104,SUP_0104,hormigon,fragile,230392.92,12,9.32,4.43,31.53,13.41,1.0007,0.9796,35.39,LOW,43.98,critical,72.5,LOW,LOW
2024-01-01,SUP_0105,SUP_0105,acabados,watch,2599787.81,156,10.63,7.2,33.74,15.4,1.0007,0.9796,42.47,LOW,28.62,critical,79.52,MED,MED
2024-01-01,SUP_0106,SUP_0106,cemento,watch,2716475.88,102,3.86,4.88,20.64,17.78,1.0007,0.9796,10.41,LOW,68.68,warning,31.67,LOW,LOW
2024-01-01,SUP_0107,SUP_0107,electricidad,stable,2273518.8,57,1.99,4.11,20.03,20.88,1.0007,0.9796,0.28,LOW,80.4,stable,12.42,LOW,LOW
2024-01-01,SUP_0108,SUP_0108,fontaneria,stable,3975113.73,11,5.0,17.59,23.8,14.65,1.0007,0.9796,37.46,LOW,38.89,warning,86.83,MED,MED
2024-01-01,SUP_0109,SUP_0109,electricidad,stable,3142189.77,44,9.09,3.18,37.0,8.12,1.0007,0.9796,40.57,LOW,42.15,warning,62.29,LOW,MED
2024-01-01,SUP_0110,SUP_0110,fontaneria,fragile,3438706.55,132,0.36,7.43,80.38,3.92,1.0007,0.9796,44.47,LOW,44.94,warning,77.52,MED,MED
2024-01-01,SUP_0111,SUP_0111,acabados,watch,648004.84,12,4.25,10.81,18.37,14.7,1.0007,0.9796,22.52,LOW,57.92,warning,49.39,LOW,LOW
2024-01-01,SUP_0112,SUP_0112,acero,stable,2888385.11,77,3.54,9.0,29.34,17.79,1.0007,0.9796,19.52,LOW,58.56,warning,46.54,LOW,LOW
2024-01-01,SUP_0113,SUP_0113,acabados,stable,3679778.47,28,5.16,10.83,19.84,16.91,1.0007,0.9796,23.74,LOW,53.87,warning,51.73,LOW,LOW
2024-01-01,SUP_0114,SUP_0114,acero,watch,4309588.58,90,7.89,3.19,49.05,12.93,1.0007,0.9796,37.59,LOW,41.82,critical,70.08,LOW,MED
2024-01-01,SUP_0115,SUP_0115,logistica,stable,3439199.45,75,15.19,16.51,25.87,22.57,1.0007,0.9796,59.42,LOW,0.22,critical,125.94,HIGH,HIGH
2024-01-01,SUP_0116,SUP_0116,electricidad,fragile,1152562.84,100,3.2,20.63,13.07,12.02,1.0007,0.9796,34.41,LOW,41.26,critical,78.58,MED,LOW
2024-01-01,SUP_0117,SUP_0117,acabados,watch,3687844.02,99,7.2,1.22,62.97,14.01,1.0007,0.9796,37.75,LOW,42.38,critical,74.96,LOW,MED
2024-01-01,SUP_0118,SUP_0118,logistica,watch,2181655.04,197,1.92,1.14,28.34,27.46,1.0007,0.9796,-7.24,LOW,80.99,stable,3.66,LOW,LOW
2024-01-01,SUP_0119,SUP_0119,acabados,stable,4807369.3,66,2.88,7.41,30.78,35.19,1.0007,0.9796,-1.57,LOW,70.14,warning,24.87,LOW,LOW
2024-01-01,SUP_0120,SUP_0120,acabados,watch,953980.32,95,7.3,11.7,24.12,15.53,1.0007,0.9796,34.79,LOW,39.12,warning,71.06,LOW,LOW
2024-01-01,SUP_0121,SUP_0121,electricidad,watch,2086008.57,30,11.98,12.1,28.25,25.21,1.0007,0.9796,41.59,LOW,23.09,critical,88.3,MED,MED
2024-01-01,SUP_0122,SUP_0122,cemento,watch,3044806.88,196,3.33,9.24,54.94,20.5,1.0007,0.9796,28.08,LOW,44.76,warning,52.48,LOW,LOW
2024-01-01,SUP_0123,SUP_0123,electricidad,stable,3016232.99,42,0.4,9.15,25.88,27.51,1.0007,0.9796,-0.95,LOW,76.84,stable,23.51,LOW,LOW
2024-01-01,SUP_0124,SUP_0124,hormigon,stable,5230925.19,98,2.17,10.59,38.96,28.68,1.0007,0.9796,11.25,LOW,59.69,warning,54.42,LOW,LOW
2024-01-01,SUP_0125,SUP_0125,logistica,stable,3338919.64,103,1.3,4.33,43.11,26.16,1.0007,0.9796,3.64,LOW,72.79,stable,23.02,LOW,LOW
2024-01-01,SUP_0126,SUP_0126,hormigon,watch,2532383.8,22,5.63,6.17,74.31,16.04,1.0007,0.9796,43.55,LOW,36.65,critical,86.25,MED,MED
2024-01-01,SUP_0127,SUP_0127,hormigon,stable,4426178.48,138,7.19,5.15,30.73,7.46,1.0007,0.9796,35.67,LOW,45.57,warning,63.07,LOW,LOW
2024-01-01,SUP_0128,SUP_0128,hormigon,stable,2917633.5,96,0.32,17.95,11.01,22.15,1.0007,0.9796,10.68,LOW,62.75,stable,38.61,LOW,LOW
2024-01-01,SUP_0129,SUP_0129,fontaneria,stable,710758.43,53,0.45,5.98,34.26,7.32,1.0007,0.9796,18.42,LOW,71.78,warning,30.68,LOW,LOW
2024-01-01,SUP_0130,SUP_0130,electricidad,watch,2145066.49,28,10.04,11.93,37.39,10.92,1.0007,0.9796,53.94,LOW,22.13,critical,100.96,MED,MED
2024-01-01,SUP_0131,SUP_0131,logistica,stable,2784234.77,75,3.56,0.0,39.17,27.33,1.0007,0.9796,0.97,LOW,75.45,stable,18.32,LOW,LOW
2024-01-01,SUP_0132,SUP_0132,acero,fragile,3409518.97,112,0.0,3.18,64.13,16.33,1.0007,0.9796,17.29,LOW,67.13,warning,37.1,LOW,LOW
2024-01-01,SUP_0133,SUP_0133,hormigon,watch,1248956.75,8,5.63,9.57,42.28,28.04,1.0007,0.9796,22.22,LOW,48.9,warning,66.56,LOW,LOW
2024-01-01,SUP_0134,SUP_0134,cemento,stable,1864444.23,42,4.47,8.57,35.98,10.48,1.0007,0.9796,31.97,LOW,51.21,warning,66.36,LOW,LOW
2024-01-01,SUP_0135,SUP_0135,cemento,watch,2717728.16,163,3.28,7.32,62.77,8.07,1.0007,0.9796,40.99,LOW,41.94,critical,56.39,LOW,MED
2024-01-01,SUP_0136,SUP_0136,acero,stable,2393675.42,105,0.79,10.93,61.05,26.24,1.0007,0.9796,19.98,LOW,53.57,warning,52.4,LOW,LOW
2024-01-01,SUP_0137,SUP_0137,logistica,fragile,759821.51,103,17.34,9.0,64.85,11.8,1.0007,0.9796,82.92,MED,0.0,critical,140.95,HIGH,HIGH
2024-01-01,SUP_0138,SUP_0138,electricidad,watch,2353217.76,169,7.7,29.93,45.28,10.91,1.0007,0.9796,77.45,MED,0.0,critical,145.06,HIGH,HIGH
2024-01-01,SUP_0139,SUP_0139,logistica,watch,2097716.75,138,7.67,10.44,71.88,26.77,1.0007,0.9796,44.24,LOW,21.34,critical,88.18,MED,MED
2024-01-01,SUP_0140,SUP_0140,cemento,stable,4867225.12,118,5.21,4.29,18.22,22.09,1.0007,0.9796,8.16,LOW,66.59,warning,30.82,LOW,LOW
2024-01-01,SUP_0141,SUP_0141,cemento,watch,4294463.89,267,6.25,17.99,44.89,20.75,1.0007,0.9796,45.19,LOW,18.07,critical,93.03,MED,MED
2024-01-01,SUP_0142,SUP_0142,acabados,watch,2607731.19,99,4.77,2.45,38.74,9.11,1.0007,0.9796,26.3,LOW,58.8,warning,53.04,LOW,LOW
2024-01-01,SUP_0143,SUP_0143,cemento,fragile,2829669.31,57,10.19,7.65,51.88,13.67,1.0007,0.9796,51.73,LOW,23.67,critical,93.8,MED,MED
2024-01-01,SUP_0144,SUP_0144,cemento,watch,3307541.44,136,9.9,9.42,27.55,13.6,1.0007,0.9796,42.62,LOW,29.84,critical,75.38,MED,MED
2024-01-01,SUP_0145,SUP_0145,acero,watch,1525334.92,129,7.92,11.98,14.55,8.3,1.0007,0.9796,39.97,LOW,36.85,critical,77.91,MED,MED
2024-01-01,SUP_0146,SUP_0146,logistica,stable,1618460.8,74,3.62,20.9,4.18,18.58,1.0007,0.9796,25.51,LOW,46.13,warning,61.9,LOW,LOW
2024-01-01,SUP_0147,SUP_0147,fontaneria,stable,2056541.98,56,3.2,7.7,14.22,14.02,1.0007,0.9796,13.53,LOW,68.62,stable,42.6,LOW,LOW
2024-01-01,SUP_0148,SUP_0148,cemento,watch,2046912.32,141,3.16,25.0,29.63,10.53,1.0007,0.9796,49.79,LOW,23.48,critical,93.26,MED,MED
2024-01-01,SUP_0149,SUP_0149,acabados,stable,1703305.19,107,11.64,8.08,30.33,32.91,1.0007,0.9796,27.78,LOW,31.94,critical,82.88,MED,LOW
2024-01-01,SUP_0150,SUP_0150,acabados,stable,3116416.51,51,2.85,3.92,61.36,24.62,1.0007,0.9796,17.41,LOW,60.25,warning,35.85,LOW,LOW
2024-01-01,SUP_0151,SUP_0151,acabados,fragile,2974480.43,152,6.55,13.73,66.5,8.61,1.0007,0.9796,61.57,LOW,14.86,critical,110.75,MED,HIGH
2024-01-01,SUP_0152,SUP_0152,logistica,fragile,1426105.26,66,8.29,5.78,33.56,1.19,1.0007,0.9796,47.45,LOW,38.6,critical,92.8,MED,MED
2024-01-01,SUP_0153,SUP_0153,hormigon,stable,3372204.42,83,7.14,8.21,29.98,10.56,1.0007,0.9796,36.67,LOW,42.71,warning,62.19,LOW,LOW
2024-01-01,SUP_0154,SUP_0154,logistica,watch,3053816.52,124,6.59,18.81,35.69,16.26,1.0007,0.9796,47.77,LOW,21.96,critical,94.64,MED,MED
